Unnamee: 0,lnd,lnT,lnR,L,dq,conv_vel,h1,he3,he4,c12,n14,o16,ne20,mg24
81,-1.7595104032918865e+01,1.1242932062075128e+01,2.6563584526781647e+01,7.7444237689696082e+37,3.4969397718521815e-11,0.0000000000000000e+00,6.9999999999999991e-01,2.9797635251138498e-05,2.7997020236474883e-01,3.4416073257059784e-03,1.0081585205319676e-03,9.3604492797742135e-03,2.0994604783340919e-03,4.0903243956537602e-03
82,-1.7566087983273035e+01,1.1251376500308207e+01,2.6563495091617190e+01,7.7444237689689918e+37,3.4969397718516024e-11,0.0000000000000000e+00,6.9999999999999991e-01,2.9797635251138498e-05,2.7997020236474883e-01,3.4416073257059784e-03,1.0081585205319676e-03,9.3604492797742135e-03,2.0994604783340919e-03,4.0903243956537602e-03
83,-1.7524690369842566e+01,1.1263594265736820e+01,2.6563408191237880e+01,7.7444237689683719e+37,6.9938795437032261e-11,0.0000000000000000e+00,6.9999999999999991e-01,2.9797635251138498e-05,2.7997020236474883e-01,3.4416073257059784e-03,1.0081585205319676e-03,9.3604492797742135e-03,2.0994604783340919e-03,4.0903243956537602e-03
84,-1.7485045993425496e+01,1.1275093779501081e+01,2.6563241375050563e+01,7.7444237689671213e+37,3.4969397718516233e-11,0.0000000000000000e+00,6.9999999999999991e-01,2.9797635251138498e-05,2.7997020236474883e-01,3.4416073257059784e-03,1.0081585205319676e-03,9.3604492797742135e-03,2.0994604783340919e-03,4.0903243956537602e-03
85,-1.7459810590757474e+01,1.1282514717633469e+01,2.6563161179222007e+01,7.7444237689664925e+37,3.4969397718516024e-11,0.0000000000000000e+00,6.9999999999999991e-01,2.9797635251138498e-05,2.7997020236474883e-01,3.4416073257059784e-03,1.0081585205319676e-03,9.3604492797742135e-03,2.0994604783340919e-03,4.0903243956537602e-03
86,-1.7423586406374442e+01,1.1293299660959517e+01,2.6563082963262245e+01,7.7444237689658592e+37,6.9938795437032261e-11,0.0000000000000000e+00,6.9999999999999991e-01,2.9797635251138498e-05,2.7997020236474883e-01,3.4416073257059784e-03,1.0081585205319676e-03,9.3604492797742135e-03,2.0994604783340919e-03,4.0903243956537602e-03
87,-1.7377604665303827e+01,1.1306907539386319e+01,2.6562932044694123e+01,7.7444237689645856e+37,6.9938795437032261e-11,0.0000000000000000e+00,6.9999999999999991e-01,2.9797635251138498e-05,2.7997020236474883e-01,3.4416073257059784e-03,1.0081585205319676e-03,9.3604492797742135e-03,2.0994604783340919e-03,4.0903243956537602e-03
88,-1.7334215291441630e+01,1.1319806093010138e+01,2.6562787844676805e+01,7.7444237689632995e+37,6.9938795437032048e-11,0.0000000000000000e+00,6.9999999999999991e-01,2.9797635251138498e-05,2.7997020236474883e-01,3.4416073257059784e-03,1.0081585205319676e-03,9.3604492797742135e-03,2.0994604783340919e-03,4.0903243956537602e-03
89,-1.7303106815617772e+01,1.1329018440384928e+01,2.6562649709123258e+01,7.7444237689620010e+37,3.4969397718516233e-11,0.0000000000000000e+00,6.9999999999999991e-01,2.9797635251138498e-05,2.7997020236474883e-01,3.4416073257059784e-03,1.0081585205319676e-03,9.3604492797742135e-03,2.0994604783340919e-03,4.0903243956537602e-03
90,-1.7283118828951824e+01,1.1335004261387462e+01,2.6562582736261646e+01,7.7444237689613490e+37,3.4969397718516024e-11,0.0000000000000000e+00,6.9999999999999991e-01,2.9797635251138498e-05,2.7997020236474883e-01,3.4416073257059784e-03,1.0081585205319676e-03,9.3604492797742135e-03,2.0994604783340919e-03,4.0903243956537602e-03
91,-1.7254177224912778e+01,1.1343761159641956e+01,2.6562517075701017e+01,7.7444237689606945e+37,6.9938795437032261e-11,0.0000000000000000e+00,6.9999999999999991e-01,2.9797635251138498e-05,2.7997020236474883e-01,3.4416073257059784e-03,1.0081585205319676e-03,9.3604492797742135e-03,2.0994604783340919e-03,4.0903243956537602e-03
92,-1.7217107101745305e+01,1.1354936973602447e+01,2.6562389463762179e+01,7.7444237689593755e+37,6.9938795437032048e-11,0.0000000000000000e+00,6.9999999999999991e-01,2.9797635251138498e-05,2.7997020236474883e-01,3.4416073257059784e-03,1.0081585205319676e-03,9.3604492797742135e-03,2.0994604783340919e-03,4.0903243956537602e-03
93,-1.7181779321149832e+01,1.1365643906084024e+01,2.6562266449568121e+01,7.7444237689580486e+37,6.9938795437032261e-11,0.0000000000000000e+00,6.9999999999999991e-01,2.9797635251138498e-05,2.7997020236474883e-01,3.4416073257059784e-03,1.0081585205319676e-03,9.3604492797742135e-03,2.0994604783340919e-03,4.0903243956537602e-03
94,-1.7148040609758554e+01,1.1375922786199474e+01,2.6562147662247830e+01,7.7444237689567145e+37,6.9938795437032261e-11,0.0000000000000000e+00,6.9999999999999991e-01,2.9797635251138498e-05,2.7997020236474883e-01,3.4416073257059784e-03,1.0081585205319676e-03,9.3604492797742135e-03,2.0994604783340919e-03,4.0903243956537602e-03
95,-1.7100377608784624e+01,1.1390714401087640e+01,2.6562032775542738e+01,7.7444237689553689e+37,1.3987759087406457e-10,0.0000000000000000e+00,6.9999999999999991e-01,2.9797635251138498e-05,2.7997020236474883e-01,3.4416073257059784e-03,1.0081585205319676e-03,9.3604492797742135e-03,2.0994604783340919e-03,4.0903243956537602e-03
96,-1.7055137925514318e+01,1.1404530223857276e+01,2.6561813587117555e+01,7.7444237689526564e+37,6.9938795437044456e-11,0.0000000000000000e+00,6.9999999999999991e-01,2.9797635251138498e-05,2.7997020236474883e-01,3.4416073257059784e-03,1.0081585205319676e-03,9.3604492797742135e-03,2.0994604783340919e-03,4.0903243956537602e-03
97,-1.7026586668559913e+01,1.1413410556059042e+01,2.6561708789516811e+01,7.7444237689512895e+37,6.9938795437032048e-11,0.0000000000000000e+00,6.9999999999999991e-01,2.9797635251138498e-05,2.7997020236474883e-01,3.4416073257059784e-03,1.0081585205319676e-03,9.3604492797742135e-03,2.0994604783340919e-03,4.0903243956537602e-03
98,-1.6985919690533968e+01,1.1426270205702517e+01,2.6561606910129453e+01,7.7444237689499146e+37,1.3987759087406395e-10,0.0000000000000000e+00,6.9999999999999991e-01,2.9797635251138498e-05,2.7997020236474883e-01,3.4416073257059784e-03,1.0081585205319676e-03,9.3604492797742135e-03,2.0994604783340919e-03,4.0903243956537602e-03
99,-1.6947055018734302e+01,1.1438401236120234e+01,2.6561411184028651e+01,7.7444237689471426e+37,6.9938795437032048e-11,0.0000000000000000e+00,6.9999999999999991e-01,2.9797635251138498e-05,2.7997020236474883e-01,3.4416073257059780e-03,1.0081585205319676e-03,9.3604492797742135e-03,2.0994604783340919e-03,4.0903243956537602e-03
100,-1.6922356462924758e+01,1.1446237171781223e+01,2.6561317010489147e+01,7.7444237689457482e+37,6.9938795437032048e-11,0.0000000000000000e+00,6.9999999999999991e-01,2.9797635251138498e-05,2.7997020236474883e-01,3.4416073257059789e-03,1.0081585205319676e-03,9.3604492797742135e-03,2.0994604783340919e-03,4.0903243956537602e-03
101,-1.6886956533574064e+01,1.1457636783993947e+01,2.6561225108763890e+01,7.7444237689443458e+37,1.3987759087406434e-10,0.0000000000000000e+00,6.9999999999999991e-01,2.9797635251138498e-05,2.7997020236474883e-01,3.4416073257059784e-03,1.0081585205319676e-03,9.3604492797742135e-03,2.0994604783340919e-03,4.0903243956537602e-03
102,-1.6842118478573122e+01,1.1472053737431313e+01,2.6561047626422107e+01,7.7444237689415205e+37,1.3987759087406395e-10,0.0000000000000000e+00,6.9999999999999991e-01,2.9797635251138498e-05,2.7997020236474883e-01,3.4416073257059789e-03,1.0081585205319676e-03,9.3604492797742135e-03,2.0994604783340919e-03,4.0903243956537602e-03
103,-1.6799908970895645e+01,1.1485746862898278e+01,2.6560877837849341e+01,7.7444237689386694e+37,1.3987759087406434e-10,0.0000000000000000e+00,6.9999999999999991e-01,2.9797635251138498e-05,2.7997020236474883e-01,3.4416073257059789e-03,1.0081585205319676e-03,9.3604492797742135e-03,2.0994604783340919e-03,4.0903243956537602e-03
104,-1.6760042756335506e+01,1.1498787298673744e+01,2.6560714985586337e+01,7.7444237689357944e+37,1.3987759087406434e-10,0.0000000000000000e+00,6.9999999999999991e-01,2.9797635251138498e-05,2.7997020236474883e-01,3.4416073257059789e-03,1.0081585205319676e-03,9.3604492797742135e-03,2.0994604783340919e-03,4.0903243956537602e-03
105,-1.6722276672774585e+01,1.1511234819188536e+01,2.6560558422922704e+01,7.7444237689328936e+37,1.3987759087406434e-10,0.0000000000000000e+00,6.9999999999999991e-01,2.9797635251138498e-05,2.7997020236474883e-01,3.4416073257059789e-03,1.0081585205319676e-03,9.3604492797742135e-03,2.0994604783340919e-03,4.0903243956537602e-03
106,-1.6686403238046358e+01,1.1523140405459970e+01,2.6560407593229293e+01,7.7444237689299670e+37,1.3987759087406395e-10,0.0000000000000000e+00,6.9999999999999991e-01,2.9797635251138498e-05,2.7997020236474883e-01,3.4416073257059789e-03,1.0081585205319676e-03,9.3604492797742135e-03,2.0994604783340919e-03,4.0903243956537602e-03
107,-1.6652239618474816e+01,1.1534548763273868e+01,2.6560262013701247e+01,7.7444237689270130e+37,1.3987759087406395e-10,0.0000000000000000e+00,6.9999999999999991e-01,2.9797635251138498e-05,2.7997020236474883e-01,3.4416073257059789e-03,1.0081585205319676e-03,9.3604492797742135e-03,2.0994604783340919e-03,4.0903243956537602e-03
108,-1.6619631887472059e+01,1.1545500140177604e+01,2.6560121263260612e+01,7.7444237689240349e+37,1.3987759087406434e-10,0.0000000000000000e+00,6.9999999999999991e-01,2.9797635251138498e-05,2.7997020236474883e-01,3.4416073257059789e-03,1.0081585205319676e-03,9.3604492797742135e-03,2.0994604783340919e-03,4.0903243956537602e-03
109,-1.6588447320586654e+01,1.1556030957513836e+01,2.6559984971725749e+01,7.7444237689210302e+37,1.3987759087406395e-10,0.0000000000000000e+00,6.9999999999999991e-01,2.9797635251138498e-05,2.7997020236474883e-01,3.4416073257059789e-03,1.0081585205319676e-03,9.3604492797742135e-03,2.0994604783340919e-03,4.0903243956537602e-03
110,-1.6544331914832380e+01,1.1571206161563127e+01,2.6559852811589448e+01,7.7444237689179997e+37,2.7975518174815352e-10,0.0000000000000000e+00,6.9999999999999991e-01,2.9797635251138498e-05,2.7997020236474883e-01,3.4416073257059789e-03,1.0081585205319676e-03,9.3604492797742135e-03,2.0994604783340919e-03,4.0903243956537602e-03
111,-1.6502371084927018e+01,1.1585419661008751e+01,2.6559599752269442e+01,7.7444237689118660e+37,1.3987759087406395e-10,0.0000000000000000e+00,6.9999999999999991e-01,2.9797635251138498e-05,2.7997020236474883e-01,3.4416073257059789e-03,1.0081585205319676e-03,9.3604492797742135e-03,2.0994604783340919e-03,4.0903243956537602e-03
112,-1.6463171233158570e+01,1.1599108316403217e+01,2.6559478353878755e+01,7.7444237689087653e+37,2.7975518174812870e-10,0.0000000000000000e+00,6.9999999999999991e-01,2.9797635251138498e-05,2.7997020236474883e-01,3.4416073257059789e-03,1.0081585205319676e-03,9.3604492797742135e-03,2.0994604783340919e-03,4.0903243956537602e-03
113,-1.6425718988677793e+01,1.1612029658821239e+01,2.6559244766220868e+01,7.7444237689024983e+37,1.3987759087406477e-10,0.0000000000000000e+00,6.9999999999999991e-01,2.9797635251138498e-05,2.7997020236474883e-01,3.4416073257059789e-03,1.0081585205319676e-03,9.3604492797742135e-03,2.0994604783340919e-03,4.0903243956537602e-03
114,-1.6401948346543036e+01,1.1620377927987683e+01,2.6559132207254951e+01,7.7444237688993347e+37,1.3987759087406395e-10,0.0000000000000000e+00,6.9999999999999991e-01,2.9797635251138498e-05,2.7997020236474883e-01,3.4416073257059789e-03,1.0081585205319676e-03,9.3604492797742135e-03,2.0994604783340919e-03,4.0903243956537602e-03
115,-1.6367926316519769e+01,1.1632527745582534e+01,2.6559022255646067e+01,7.7444237688961514e+37,2.7975518174812870e-10,0.0000000000000000e+00,6.9999999999999991e-01,2.9797635251138498e-05,2.7997020236474883e-01,3.4416073257059789e-03,1.0081585205319676e-03,9.3604492797742135e-03,2.0994604783340919e-03,4.0903243956537602e-03
116,-1.6324909234979978e+01,1.1647917006427805e+01,2.6558809605269866e+01,7.7444237688897246e+37,2.7975518174812870e-10,0.0000000000000000e+00,6.9999999999999991e-01,2.9797635251138498e-05,2.7997020236474883e-01,3.4416073257059789e-03,1.0081585205319676e-03,9.3604492797742135e-03,2.0994604783340919e-03,4.0903243956537602e-03
117,-1.6284517966562495e+01,1.1662559587727920e+01,2.6558605781240127e+01,7.7444237688832258e+37,2.7975518174812790e-10,0.0000000000000000e+00,6.9999999999999991e-01,2.9797635251138498e-05,2.7997020236474883e-01,3.4416073257059789e-03,1.0081585205319676e-03,9.3604492797742135e-03,2.0994604783340919e-03,4.0903243956537602e-03
118,-1.6246477857100827e+01,1.1676534072163806e+01,2.6558409908473175e+01,7.7444237688766532e+37,2.7975518174812870e-10,0.0000000000000000e+00,6.9999999999999991e-01,2.9797635251138498e-05,2.7997020236474883e-01,3.4416073257059789e-03,1.0081585205319676e-03,9.3604492797742135e-03,2.0994604783340919e-03,4.0903243956537602e-03
119,-1.6210553419119597e+01,1.1689905998862726e+01,2.6558221237992167e+01,7.7444237688700123e+37,2.7975518174812870e-10,0.0000000000000000e+00,6.9999999999999991e-01,2.9797635251138498e-05,2.7997020236474883e-01,3.4416073257059789e-03,1.0081585205319676e-03,9.3604492797742135e-03,2.0994604783340919e-03,4.0903243956537602e-03
120,-1.6176538447820330e+01,1.1702731429400177e+01,2.6558039123831549e+01,7.7444237688633039e+37,2.7975518174812790e-10,0.0000000000000000e+00,6.9999999999999991e-01,2.9797635251138498e-05,2.7997020236474883e-01,3.4416073257059789e-03,1.0081585205319676e-03,9.3604492797742135e-03,2.0994604783340919e-03,4.0903243956537602e-03
121,-1.6144263945183889e+01,1.1715060264755168e+01,2.6557863005496940e+01,7.7444237688565280e+37,2.7975518174812870e-10,0.0000000000000000e+00,6.9999999999999991e-01,2.9797635251138498e-05,2.7997020236474883e-01,3.4416073257059789e-03,1.0081585205319676e-03,9.3604492797742135e-03,2.0994604783340919e-03,4.0903243956537602e-03
122,-1.6113585460066348e+01,1.1726937873103211e+01,2.6557692391833751e+01,7.7444237688496873e+37,2.7975518174812870e-10,0.0000000000000000e+00,6.9999999999999991e-01,2.9797635251138498e-05,2.7997020236474883e-01,3.4416073257059789e-03,1.0081585205319676e-03,9.3604492797742135e-03,2.0994604783340919e-03,4.0903243956537602e-03
123,-1.6070539205155236e+01,1.1744090687534634e+01,2.6557526849414681e+01,7.7444237688427852e+37,5.5951036349625828e-10,0.0000000000000000e+00,6.9999999999999991e-01,2.9797635251138498e-05,2.7997020236474883e-01,3.4416073257059789e-03,1.0081585205319676e-03,9.3604492797742135e-03,2.0994604783340919e-03,4.0903243956537602e-03
124,-1.6030015331266649e+01,1.1760265655440309e+01,2.6557209484351571e+01,7.7444237688287973e+37,2.7975518174817750e-10,0.0000000000000000e+00,6.9999999999999991e-01,2.9797635251138498e-05,2.7997020236474883e-01,3.4416073257059789e-03,1.0081585205319676e-03,9.3604492797742135e-03,2.0994604783340919e-03,4.0903243956537602e-03
125,-1.6004648027552965e+01,1.1770707661122841e+01,2.6557056996263153e+01,7.7444237688217310e+37,2.7975518174812790e-10,0.0000000000000000e+00,6.9999999999999991e-01,2.9797635251138498e-05,2.7997020236474883e-01,3.4416073257059789e-03,1.0081585205319676e-03,9.3604492797742135e-03,2.0994604783340919e-03,4.0903243956537602e-03
126,-1.5980395159390798e+01,1.1780861344450528e+01,2.6556908260546592e+01,7.7444237688146193e+37,2.7975518174812790e-10,5.6550891739068216e+02,6.9999999999999991e-01,2.9797635251138498e-05,2.7997020236474883e-01,3.4416073257059789e-03,1.0081585205319676e-03,9.3604492797742135e-03,2.0994604783340919e-03,4.0903243956537602e-03
127,-1.5946098253179730e+01,1.1795652982144908e+01,2.6556763024677203e+01,7.7444237688074588e+37,5.5951036349625580e-10,4.8022594943461589e+03,6.9999999999999991e-01,2.9797635251138498e-05,2.7997020236474883e-01,3.4416073257059789e-03,1.0081585205319676e-03,9.3604492797742135e-03,2.0994604783340919e-03,4.0903243956537602e-03
128,-1.5903402536780857e+01,1.1814449190438851e+01,2.6556482166874944e+01,7.7444237687930082e+37,5.5951036349625908e-10,1.4857289600718475e+04,6.9999999999999991e-01,2.9797635251138498e-05,2.7997020236474883e-01,3.4416073257059789e-03,1.0081585205319676e-03,9.3604492797742135e-03,2.0994604783340919e-03,4.0903243956537602e-03
129,-1.5864003484804108e+01,1.1832380277577449e+01,2.6556212825915670e+01,7.7444237687783790e+37,5.5951036349625580e-10,2.7041061020171945e+04,6.9999999999999991e-01,2.9797635251138498e-05,2.7997020236474883e-01,3.4416073257059789e-03,1.0081585205319676e-03,9.3604492797742135e-03,2.0994604783340919e-03,4.0903243956537602e-03
130,-1.5836272323261189e+01,1.1845276179135215e+01,2.6555953685060469e+01,7.7444237687635704e+37,2.7975518174812790e-10,4.1560695013102177e+04,6.9999999999999991e-01,2.9797635251138498e-05,2.7997020236474883e-01,3.4416073257059789e-03,1.0081585205319676e-03,9.3604492797742135e-03,2.0994604783340919e-03,4.0903243956537602e-03
131,-1.5810263452541479e+01,1.1857850807082959e+01,2.6555827585558429e+01,7.7444237687560990e+37,5.5951036349625740e-10,4.9796159248314104e+04,6.9999999999999991e-01,2.9797635251138498e-05,2.7997020236474883e-01,3.4416073257059789e-03,1.0081585205319676e-03,9.3604492797742135e-03,2.0994604783340919e-03,4.0903243956537602e-03
132,-1.5777579104059102e+01,1.1873992185925503e+01,2.6555581724265180e+01,7.7444237687410142e+37,5.5951036349625740e-10,6.8411558876228175e+04,6.9999999999999991e-01,2.9797635251138498e-05,2.7997020236474883e-01,3.4416073257059789e-03,1.0081585205319676e-03,9.3604492797742135e-03,2.0994604783340919e-03,4.0903243956537602e-03
133,-1.5747112206712703e+01,1.1889533053007794e+01,2.6555343596069613e+01,7.7444237687257473e+37,5.5951036349625740e-10,8.9942758781377403e+04,6.9999999999999991e-01,2.9797635251138498e-05,2.7997020236474883e-01,3.4416073257059789e-03,1.0081585205319676e-03,9.3604492797742135e-03,2.0994604783340919e-03,4.0903243956537602e-03
134,-1.5711947600513054e+01,1.1908233691365199e+01,2.6555112450847655e+01,7.7444237687102877e+37,8.3926554524438543e-10,1.1439738581262319e+05,6.9999999999999991e-01,2.9797635251138498e-05,2.7997020236474883e-01,3.4416073257059789e-03,1.0081585205319676e-03,9.3604492797742135e-03,2.0994604783340919e-03,4.0903243956537602e-03
135,-1.5673170339757103e+01,1.1929580936418742e+01,2.6554777428945239e+01,7.7444237686867261e+37,8.3926554524438703e-10,1.5635008944607582e+05,6.9999999999999991e-01,2.9797635251138498e-05,2.7997020236474883e-01,3.4416073257059789e-03,1.0081585205319676e-03,9.3604492797742135e-03,2.0994604783340919e-03,4.0903243956537602e-03
136,-1.5643341029612112e+01,1.1946535805543723e+01,2.6554454831553258e+01,7.7444237686626742e+37,5.5951036349625580e-10,2.0383647809670439e+05,6.9999999999999991e-01,2.9797635251138498e-05,2.7997020236474883e-01,3.4416073257059789e-03,1.0081585205319676e-03,9.3604492797742135e-03,2.0994604783340919e-03,4.0903243956537602e-03
137,-1.5621056569051454e+01,1.1959641798750262e+01,2.6554245920631762e+01,7.7444237686463335e+37,5.5951036349625740e-10,2.3760580154210906e+05,6.9999999999999991e-01,2.9797635251138498e-05,2.7997020236474883e-01,3.4416073257059789e-03,1.0081585205319676e-03,9.3604492797742135e-03,2.0994604783340919e-03,4.0903243956537602e-03
138,-1.5599923315576196e+01,1.1972325932770562e+01,2.6554041486975177e+01,7.7444237686297103e+37,5.5951036349635501e-10,2.7178139322952827e+05,6.9999999999999991e-01,2.9797635251138498e-05,2.7997020236474883e-01,3.4416073257059789e-03,1.0081585205319676e-03,9.3604492797742135e-03,2.0994604783340919e-03,4.0903243956537602e-03
