 model_number num_zones star_age log_dt star_mass log_xmstar log_abs_mdot mass_conv_core conv_mx1_top conv_mx1_bot conv_mx2_top conv_mx2_bot mx1_top mx1_bot mx2_top mx2_bot log_LH log_LHe log_LZ log_Lnuc pp cno tri_alfa epsnuc_M_1 epsnuc_M_2 epsnuc_M_3 epsnuc_M_4 epsnuc_M_5 epsnuc_M_6 epsnuc_M_7 epsnuc_M_8 he_core_mass c_core_mass o_core_mass si_core_mass fe_core_mass neutron_rich_core_mass log_Teff log_L log_R log_g v_div_csound_surf log_center_T log_center_Rho log_cntr_P log_cntr_Rho log_cntr_T center_mu center_ye center_abar center_h1 center_he4 center_c12 center_o16 surface_c12 surface_o16 total_mass_h1 total_mass_he4 num_retries num_backups num_iters 
 185 495 7.3335259396552283E+002 1.0987596023620418E+000 1.5000000000000000E+001 3.4474769709615863E+001 -9.8999999999999986E+001 0.0000000000000000E+000 9.9999232382456194E-001 7.0381782783084809E-002 0.0000000000000000E+000 0.0000000000000000E+000 9.9999232382456194E-001 7.0381782783084809E-002 0.0000000000000000E+000 0.0000000000000000E+000 -1.6254911142232871E+001 -9.8999999999999986E+001 -9.8999999999999986E+001 -1.6254911142232871E+001 -1.6254911142232871E+001 -9.8999999999999986E+001 -9.8999999999999986E+001 -2.0000000000000000E+001 -2.0000000000000000E+001 -2.0000000000000000E+001 -2.0000000000000000E+001 -2.0000000000000000E+001 -2.0000000000000000E+001 -2.0000000000000000E+001 -2.0000000000000000E+001 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 3.6230808250818578E+000 3.9013109726875195E+000 2.2277526726326697E+000 1.1584752672034666E+000 -2.5714521005481037E-004 5.7872460432216339E+000 -4.4744737696970462E+000 9.4918039114722674E+000 -4.4744737696970462E+000 5.7872460432216339E+000 6.2067298317351760E-001 8.5000496627254207E-001 1.2966439686859805E+000 7.0000000000000007E-001 2.7997020236474890E-001 3.4416073257059789E-003 9.3604492797742141E-003 3.4416073257059641E-003 9.3604492797742141E-003 1.0500000000000004E+001 4.1995530354712312E+000 0 0 3 
 190 498 7.9898465972886834E+002 1.1307945427016000E+000 1.5000000000000000E+001 3.4474769709615863E+001 -9.8999999999999986E+001 0.0000000000000000E+000 9.9999284051054305E-001 9.3592341073016228E-002 0.0000000000000000E+000 0.0000000000000000E+000 9.9999284051054305E-001 9.3592341073016228E-002 0.0000000000000000E+000 0.0000000000000000E+000 -1.6056203841075444E+001 -9.8999999999999986E+001 -9.8999999999999986E+001 -1.6056203841075444E+001 -1.6056203841075444E+001 -9.8999999999999986E+001 -9.8999999999999986E+001 -2.0000000000000000E+001 -2.0000000000000000E+001 -2.0000000000000000E+001 -2.0000000000000000E+001 -2.0000000000000000E+001 -2.0000000000000000E+001 -2.0000000000000000E+001 -2.0000000000000000E+001 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 3.6248103139528673E+000 3.8831457022288647E+000 2.2152110596613230E+000 1.1835584931461600E+000 -2.3110496808431176E-004 5.7989632849327499E+000 -4.4336205124543051E+000 9.5437347594892774E+000 -4.4336205124543051E+000 5.7989632849327499E+000 6.2064806662095884E-001 8.5000496627254207E-001 1.2966439686859805E+000 7.0000000000000007E-001 2.7997020236474890E-001 3.4416073257059789E-003 9.3604492797742141E-003 3.4416073257059641E-003 9.3604492797742141E-003 1.0500000000000004E+001 4.1995530354712312E+000 0 0 3 
 195 500 8.6965915277129682E+002 1.1632674383102173E+000 1.5000000000000000E+001 3.4474769709615863E+001 -9.8999999999999986E+001 0.0000000000000000E+000 9.9999348327269411E-001 1.1848778000414849E-001 0.0000000000000000E+000 0.0000000000000000E+000 9.9999348327269411E-001 1.1848778000414849E-001 0.0000000000000000E+000 0.0000000000000000E+000 -1.5859391989544852E+001 -9.8999999999999986E+001 -9.8999999999999986E+001 -1.5859391989544852E+001 -1.5859391989544852E+001 -9.8999999999999986E+001 -9.8999999999999986E+001 -2.0000000000000000E+001 -2.0000000000000000E+001 -2.0000000000000000E+001 -2.0000000000000000E+001 -2.0000000000000000E+001 -2.0000000000000000E+001 -2.0000000000000000E+001 -2.0000000000000000E+001 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 3.6266208506426660E+000 3.8653393168608963E+000 2.2026867935977421E+000 1.2086070252733216E+000 -2.0764631447723657E-004 5.8106156502975255E+000 -4.3920145145111622E+000 9.5962558231862527E+000 -4.3920145145111622E+000 5.8106156502975255E+000 6.2061346048940957E-001 8.5000496627254207E-001 1.2966439686859805E+000 7.0000000000000007E-001 2.7997020236474890E-001 3.4416073257059789E-003 9.3604492797742141E-003 3.4416073257059641E-003 9.3604492797742141E-003 1.0500000000000004E+001 4.1995530354712312E+000 0 0 3 
 200 502 9.4578857392956957E+002 1.1952036218546891E+000 1.5000000000000000E+001 3.4474769709615863E+001 -9.8999999999999986E+001 0.0000000000000000E+000 9.9999412603484539E-001 1.4525254638896770E-001 0.0000000000000000E+000 0.0000000000000000E+000 9.9999412603484539E-001 1.4525254638896770E-001 0.0000000000000000E+000 0.0000000000000000E+000 -1.5664378755842183E+001 -9.8999999999999986E+001 -3.1307119549054043E+001 -1.5664378755842183E+001 -1.5664378755842183E+001 -9.8999999999999986E+001 -9.8999999999999986E+001 -2.0000000000000000E+001 -2.0000000000000000E+001 -2.0000000000000000E+001 -2.0000000000000000E+001 -2.0000000000000000E+001 -2.0000000000000000E+001 -2.0000000000000000E+001 -2.0000000000000000E+001 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 3.6284040423842341E+000 3.8475112157701736E+000 2.1902063595692440E+000 1.2335678933303185E+000 -1.8611737582113869E-004 5.8222293666256251E+000 -4.3496463355824826E+000 9.6494198347303755E+000 -4.3496463355824826E+000 5.8222293666256251E+000 6.2058719554781705E-001 8.5000496627254207E-001 1.2966439686859805E+000 7.0000000000000007E-001 2.7997020236474890E-001 3.4416073257059789E-003 9.3604492797742141E-003 3.4416073257059641E-003 9.3604492797742141E-003 1.0500000000000004E+001 4.1995530354712312E+000 0 0 3 
 205 509 1.0276674075648748E+003 1.2267321165013847E+000 1.5000000000000000E+001 3.4474769709615863E+001 -9.8999999999999986E+001 0.0000000000000000E+000 9.9999476879699656E-001 1.7349319983397130E-001 0.0000000000000000E+000 0.0000000000000000E+000 9.9999476879699656E-001 1.7349319983397130E-001 0.0000000000000000E+000 0.0000000000000000E+000 -1.5471342148013086E+001 -9.8999999999999986E+001 -9.8999999999999986E+001 -1.5471342148013086E+001 -1.5471342148013086E+001 -9.8999999999999986E+001 -9.8999999999999986E+001 -2.0000000000000000E+001 -2.0000000000000000E+001 -2.0000000000000000E+001 -2.0000000000000000E+001 -2.0000000000000000E+001 -2.0000000000000000E+001 -2.0000000000000000E+001 -2.0000000000000000E+001 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 3.6301573879335360E+000 3.8297431368634469E+000 2.1778156290172777E+000 1.2583493544342508E+000 -1.6654089200789993E-004 5.8338096994297031E+000 -4.3065669956300949E+000 9.7031833624629460E+000 -4.3065669956300949E+000 5.8338096994297031E+000 6.2055162501057715E-001 8.5000496627254207E-001 1.2966439686859805E+000 7.0000000000000007E-001 2.7997020236474890E-001 3.4416073257059789E-003 9.3604492797742141E-003 3.4416073257059641E-003 9.3604492797742141E-003 1.0500000000000004E+001 4.1995530354712312E+000 0 0 3 
 210 508 1.1158187141580925E+003 1.2599156339683311E+000 1.5000000000000000E+001 3.4474769709615863E+001 -9.8999999999999986E+001 0.0000000000000000E+000 9.9999509017807220E-001 2.0268562740914325E-001 0.0000000000000000E+000 0.0000000000000000E+000 9.9999509017807220E-001 2.0268562740914325E-001 0.0000000000000000E+000 0.0000000000000000E+000 -1.5279810771615191E+001 -9.8999999999999986E+001 -9.8999999999999986E+001 -1.5279810771615191E+001 -1.5279810771615191E+001 -9.8999999999999986E+001 -9.8999999999999986E+001 -2.0000000000000000E+001 -2.0000000000000000E+001 -2.0000000000000000E+001 -2.0000000000000000E+001 -2.0000000000000000E+001 -2.0000000000000000E+001 -2.0000000000000000E+001 -2.0000000000000000E+001 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 3.6318686457781637E+000 3.8120117434395939E+000 2.1655274166160958E+000 1.2829257792366140E+000 -1.4864419232861221E-004 5.8454009834584557E+000 -4.2627186351174924E+000 9.7576582980132418E+000 -4.2627186351174924E+000 5.8454009834584557E+000 6.2051460539269876E-001 8.5000496627254207E-001 1.2966439686859805E+000 7.0000000000000007E-001 2.7997020236474890E-001 3.4416073257059789E-003 9.3604492797742141E-003 3.4416073257059637E-003 9.3604492797742141E-003 1.0500000000000004E+001 4.1995530354712312E+000 0 0 3 
 215 496 1.2110799973660282E+003 1.2934566795845099E+000 1.5000000000000000E+001 3.4474769709615863E+001 -9.8999999999999986E+001 0.0000000000000000E+000 9.9999541155914751E-001 2.3329457973145346E-001 0.0000000000000000E+000 0.0000000000000000E+000 9.9999541155914751E-001 2.3329457973145346E-001 0.0000000000000000E+000 0.0000000000000000E+000 -1.5088786668341822E+001 -9.8999999999999986E+001 -9.8999999999999986E+001 -1.5088786668341822E+001 -1.5088786668341822E+001 -9.8999999999999986E+001 -9.8999999999999986E+001 -2.0000000000000000E+001 -2.0000000000000000E+001 -2.0000000000000000E+001 -2.0000000000000000E+001 -2.0000000000000000E+001 -2.0000000000000000E+001 -2.0000000000000000E+001 -2.0000000000000000E+001 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 3.6335995869616222E+000 3.7945403354930636E+000 2.1533298302759141E+000 1.3073209519169775E+000 -1.3224947304268090E-004 5.8570665757558329E+000 -4.2179163504088226E+000 9.8131055767947899E+000 -4.2179163504088226E+000 5.8570665757558329E+000 6.2047893398454013E-001 8.5000496627254207E-001 1.2966439686859805E+000 7.0000000000000007E-001 2.7997020236474890E-001 3.4416073257059789E-003 9.3604492797742141E-003 3.4416073257059641E-003 9.3604492797742158E-003 1.0500000000000004E+001 4.1995530354712312E+000 0 0 3 
 220 516 1.3134816999637533E+003 1.3241622385309308E+000 1.5000000000000000E+001 3.4474769709615863E+001 -9.8999999999999986E+001 0.0000000000000000E+000 9.9999608183663657E-001 2.6493148024439034E-001 0.0000000000000000E+000 0.0000000000000000E+000 9.9999608183663657E-001 2.6493148024439034E-001 0.0000000000000000E+000 0.0000000000000000E+000 -1.4898983679000196E+001 -9.8999999999999986E+001 -9.8999999999999986E+001 -1.4898983679000196E+001 -1.4898983679000196E+001 -9.8999999999999986E+001 -9.8999999999999986E+001 -2.0000000000000000E+001 -2.0000000000000000E+001 -2.0000000000000000E+001 -2.0000000000000000E+001 -2.0000000000000000E+001 -2.0000000000000000E+001 -2.0000000000000000E+001 -2.0000000000000000E+001 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 3.6353666899266348E+000 3.7775799083043480E+000 2.1413154107515306E+000 1.3313497909657450E+000 -1.1756106190449629E-004 5.8687643546149024E+000 -4.1723561852015312E+000 9.8692962939751965E+000 -4.1723561852015312E+000 5.8687643546149024E+000 6.2045585109231594E-001 8.5000496627254207E-001 1.2966439686859805E+000 7.0000000000000007E-001 2.7997020236474890E-001 3.4416073257059789E-003 9.3604492797742141E-003 3.4416073257059637E-003 9.3604492797742141E-003 1.0500000000000004E+001 4.1995530354712312E+000 0 0 3 
 225 503 1.4238060968212869E+003 1.3575207293844673E+000 1.5000000000000000E+001 3.4474769709615863E+001 -9.8999999999999986E+001 0.0000000000000000E+000 9.9999630526246608E-001 2.9741188459265738E-001 0.0000000000000000E+000 0.0000000000000000E+000 9.9999630526246608E-001 2.9741188459265738E-001 0.0000000000000000E+000 0.0000000000000000E+000 -1.4709626447381527E+001 -9.8999999999999986E+001 -9.8999999999999986E+001 -1.4709626447381527E+001 -1.4709626447381527E+001 -9.8999999999999986E+001 -9.8999999999999986E+001 -2.0000000000000000E+001 -2.0000000000000000E+001 -2.0000000000000000E+001 -2.0000000000000000E+001 -2.0000000000000000E+001 -2.0000000000000000E+001 -2.0000000000000000E+001 -2.0000000000000000E+001 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 3.6370783338878900E+000 3.7607609308429977E+000 2.1294826340983453E+000 1.3550153442721153E+000 -1.0424121865789249E-004 5.8805532378373044E+000 -4.1259093139213103E+000 9.9264289900134841E+000 -4.1259093139213103E+000 5.8805532378373044E+000 6.2046249635717532E-001 8.5000496627254207E-001 1.2966439686859805E+000 7.0000000000000007E-001 2.7997020236474890E-001 3.4416073257059789E-003 9.3604492797742141E-003 3.4416073257059637E-003 9.3604492797742158E-003 1.0500000000000004E+001 4.1995530354712312E+000 0 0 3 
 230 518 1.5432140078233786E+003 1.3917994067907546E+000 1.5000000000000000E+001 3.4474769709615863E+001 -9.8999999999999986E+001 0.0000000000000000E+000 9.9999675211412553E-001 3.3083723603822701E-001 0.0000000000000000E+000 0.0000000000000000E+000 9.9999675211412553E-001 3.3083723603822701E-001 0.0000000000000000E+000 0.0000000000000000E+000 -1.4519565568100985E+001 -9.8999999999999986E+001 -9.8999999999999986E+001 -1.4519565568100985E+001 -1.4519565568100985E+001 -9.8999999999999986E+001 -9.8999999999999986E+001 -2.0000000000000000E+001 -2.0000000000000000E+001 -2.0000000000000000E+001 -2.0000000000000000E+001 -2.0000000000000000E+001 -2.0000000000000000E+001 -2.0000000000000000E+001 -2.0000000000000000E+001 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 3.6387793561127375E+000 3.7442359077213601E+000 2.1178180780878311E+000 1.3783444562931442E+000 -9.2107683715230310E-005 5.8925214663340455E+000 -4.0783547163443137E+000 9.9848181340456623E+000 -4.0783547163443137E+000 5.8925214663340455E+000 6.2045475912362791E-001 8.5000496627254207E-001 1.2966439686859805E+000 7.0000000000000007E-001 2.7997020236474890E-001 3.4416073257059789E-003 9.3604492797742141E-003 3.4416073257059637E-003 9.3604492797742141E-003 1.0500000000000004E+001 4.1995530354712312E+000 0 0 3 
 235 506 1.6727004611027808E+003 1.4272195322626702E+000 1.5000000000000000E+001 3.4474769709615863E+001 -9.8999999999999986E+001 0.0000000000000000E+000 9.9999697553995481E-001 3.6533676006630100E-001 0.0000000000000000E+000 0.0000000000000000E+000 9.9999697553995481E-001 3.6533676006630100E-001 0.0000000000000000E+000 0.0000000000000000E+000 -1.4328000940970387E+001 -9.8999999999999986E+001 -9.8999999999999986E+001 -1.4328000940970387E+001 -1.4328000940970387E+001 -9.8999999999999986E+001 -9.8999999999999986E+001 -2.0000000000000000E+001 -2.0000000000000000E+001 -2.0000000000000000E+001 -2.0000000000000000E+001 -2.0000000000000000E+001 -2.0000000000000000E+001 -2.0000000000000000E+001 -2.0000000000000000E+001 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 3.6405220235283138E+000 3.7282534116127728E+000 2.1063414952023849E+000 1.4012976220640361E+000 -8.1076712153032774E-005 5.9047307967966987E+000 -4.0295690564931128E+000 1.0044659675851490E+001 -4.0295690564931128E+000 5.9047307967966987E+000 6.2041856674749973E-001 8.5000496627254207E-001 1.2966439686859805E+000 7.0000000000000007E-001 2.7997020236474890E-001 3.4416073257059789E-003 9.3604492797742141E-003 3.4416073257059632E-003 9.3604492797742158E-003 1.0500000000000004E+001 4.1995530354712312E+000 0 0 3 
 240 522 1.8133573250682782E+003 1.4635328636499643E+000 1.5000000000000000E+001 3.4474769709615863E+001 -9.8999999999999986E+001 0.0000000000000000E+000 9.9999719896578465E-001 4.0071879807093369E-001 0.0000000000000000E+000 0.0000000000000000E+000 9.9999719896578465E-001 4.0071879807093369E-001 0.0000000000000000E+000 0.0000000000000000E+000 -1.4134169989379748E+001 -9.8999999999999986E+001 -9.8999999999999986E+001 -1.4134169989379748E+001 -1.4134169989379748E+001 -9.8999999999999986E+001 -9.8999999999999986E+001 -2.0000000000000000E+001 -2.0000000000000000E+001 -2.0000000000000000E+001 -2.0000000000000000E+001 -2.0000000000000000E+001 -2.0000000000000000E+001 -2.0000000000000000E+001 -2.0000000000000000E+001 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 3.6422246143316421E+000 3.7125750363978551E+000 2.0950971259882705E+000 1.4237863604922651E+000 -7.0897370544122643E-005 5.9172388715506381E+000 -3.9794279965819315E+000 1.0106139993064103E+001 -3.9794279965819315E+000 5.9172388715506381E+000 6.2037746939350980E-001 8.5000496627254207E-001 1.2966439686859805E+000 7.0000000000000007E-001 2.7997020236474890E-001 3.4416073257059789E-003 9.3604492797742141E-003 3.4416073257059637E-003 9.3604492797742158E-003 1.0500000000000004E+001 4.1995530354712312E+000 0 0 3 
 245 509 1.9666766165483834E+003 1.5022948435468058E+000 1.5000000000000000E+001 3.4474769709615863E+001 -9.8999999999999986E+001 0.0000000000000000E+000 9.9999738994532184E-001 4.3727545492002518E-001 0.0000000000000000E+000 0.0000000000000000E+000 9.9999738994532184E-001 4.3727545492002518E-001 0.0000000000000000E+000 0.0000000000000000E+000 -1.3937003633736850E+001 -9.8999999999999986E+001 -9.8999999999999986E+001 -1.3937003633736850E+001 -1.3937003633736850E+001 -9.8999999999999986E+001 -9.8999999999999986E+001 -2.0000000000000000E+001 -2.0000000000000000E+001 -2.0000000000000000E+001 -2.0000000000000000E+001 -2.0000000000000000E+001 -2.0000000000000000E+001 -2.0000000000000000E+001 -2.0000000000000000E+001 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 3.6439137876212979E+000 3.6973920114972292E+000 2.0841272669586450E+000 1.4457260785515165E+000 -6.1550786340605279E-005 5.9301181406736827E+000 -3.9277159218668860E+000 1.0169552984883065E+001 -3.9277159218668860E+000 5.9301181406736827E+000 6.2037609361244073E-001 8.5000496627254207E-001 1.2966439686859805E+000 7.0000000000000007E-001 2.7997020236474890E-001 3.4416073257059789E-003 9.3604492797742141E-003 3.4416073257059632E-003 9.3604492797742158E-003 1.0500000000000004E+001 4.1995530354712312E+000 0 0 3 
 250 527 2.1342816033775143E+003 1.5393536271576358E+000 1.5000000000000000E+001 3.4474769709615863E+001 -9.8999999999999986E+001 0.0000000000000000E+000 9.9999758092485946E-001 4.7493731143567752E-001 0.0000000000000000E+000 0.0000000000000000E+000 9.9999758092485946E-001 4.7493731143567752E-001 0.0000000000000000E+000 0.0000000000000000E+000 -1.3735290169115109E+001 -9.8999999999999986E+001 -9.8999999999999986E+001 -1.3735290169115109E+001 -1.3735290169115109E+001 -9.8999999999999986E+001 -9.8999999999999986E+001 -2.0000000000000000E+001 -2.0000000000000000E+001 -2.0000000000000000E+001 -2.0000000000000000E+001 -2.0000000000000000E+001 -2.0000000000000000E+001 -2.0000000000000000E+001 -2.0000000000000000E+001 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 3.6456513461705624E+000 3.6830535924417696E+000 2.0734829403323864E+000 1.4670147318040330E+000 -5.2967214281116108E-005 5.9434648482730648E+000 -3.8742081897569918E+000 1.0235223598777724E+001 -3.8742081897569918E+000 5.9434648482730648E+000 6.2039698314071190E-001 8.5000496627254207E-001 1.2966439686859805E+000 7.0000000000000007E-001 2.7997020236474890E-001 3.4416073257059789E-003 9.3604492797742141E-003 3.4416073257059637E-003 9.3604492797742158E-003 1.0500000000000004E+001 4.1995530354712312E+000 0 0 3 
 255 530 2.3173842203963236E+003 1.5805952039515820E+000 1.5000000000000000E+001 3.4474769709615863E+001 -9.8999999999999986E+001 0.0000000000000000E+000 9.9999777190439687E-001 5.1361790879454450E-001 0.0000000000000000E+000 0.0000000000000000E+000 9.9999777190439687E-001 5.1361790879454450E-001 0.0000000000000000E+000 0.0000000000000000E+000 -1.3528376479971133E+001 -9.8999999999999986E+001 -9.8999999999999986E+001 -1.3528376479971133E+001 -1.3528376479971133E+001 -9.8999999999999986E+001 -9.8999999999999986E+001 -2.0000000000000000E+001 -2.0000000000000000E+001 -2.0000000000000000E+001 -2.0000000000000000E+001 -2.0000000000000000E+001 -2.0000000000000000E+001 -2.0000000000000000E+001 -2.0000000000000000E+001 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 3.6474408684441819E+000 3.6697812331380848E+000 2.0632677161333040E+000 1.4874451802021986E+000 -4.5105708860143682E-005 5.9573457854699781E+000 -3.8188707415365490E+000 1.0303273534530128E+001 -3.8188707415365490E+000 5.9573457854699781E+000 6.2037377882330480E-001 8.5000496627254207E-001 1.2966439686859805E+000 7.0000000000000007E-001 2.7997020236474890E-001 3.4416073257059789E-003 9.3604492797742141E-003 3.4416073257059637E-003 9.3604492797742158E-003 1.0500000000000004E+001 4.1995530354712312E+000 0 0 3 
 260 525 2.5195433403152338E+003 1.6239333908107205E+000 1.5000000000000000E+001 3.4474769709615863E+001 -9.8999999999999986E+001 0.0000000000000000E+000 9.9999796288393428E-001 5.5383077038558148E-001 0.0000000000000000E+000 0.0000000000000000E+000 9.9999796288393428E-001 5.5383077038558148E-001 0.0000000000000000E+000 0.0000000000000000E+000 -1.3313385872731880E+001 -9.8999999999999986E+001 -9.8999999999999986E+001 -1.3313385872731880E+001 -1.3313385872731880E+001 -9.8999999999999986E+001 -9.8999999999999986E+001 -2.0000000000000000E+001 -2.0000000000000000E+001 -2.0000000000000000E+001 -2.0000000000000000E+001 -2.0000000000000000E+001 -2.0000000000000000E+001 -2.0000000000000000E+001 -2.0000000000000000E+001 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 3.6491846746738195E+000 3.6573069853272995E+000 2.0535429797686362E+000 1.5068946529315335E+000 -3.7647573424836701E-005 5.9719706680841345E+000 -3.7610365859316892E+000 1.0374579611283506E+001 -3.7610365859316892E+000 5.9719706680841345E+000 6.2032516354342249E-001 8.5000496627254207E-001 1.2966439686859805E+000 7.0000000000000007E-001 2.7997020236474890E-001 3.4416073257059789E-003 9.3604492797742141E-003 3.4416073257059637E-003 9.3604492797742158E-003 1.0500000000000004E+001 4.1995530354712312E+000 0 0 3 
 265 528 2.7430119280229615E+003 1.6678512002850250E+000 1.5000000000000000E+001 3.4474769709615863E+001 -9.8999999999999986E+001 0.0000000000000000E+000 9.9999815386347168E-001 5.9540899221977062E-001 0.0000000000000000E+000 0.0000000000000000E+000 9.9999815386347168E-001 5.9540899221977062E-001 0.0000000000000000E+000 0.0000000000000000E+000 -1.3088899271287353E+001 -9.8999999999999986E+001 -2.8898879583742193E+001 -1.3088899271287353E+001 -1.3088899271287353E+001 -9.8999999999999986E+001 -9.8999999999999986E+001 -2.0000000000000000E+001 -2.0000000000000000E+001 -2.0000000000000000E+001 -2.0000000000000000E+001 -2.0000000000000000E+001 -2.0000000000000000E+001 -2.0000000000000000E+001 -2.0000000000000000E+001 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 3.6510019354147238E+000 3.6464738656019327E+000 2.0444918984241442E+000 1.5249968156205176E+000 -3.0582031045110201E-005 5.9874696326403631E+000 -3.7004924235578507E+000 1.0449497670301165E+001 -3.7004924235578507E+000 5.9874696326403631E+000 6.2030093311032697E-001 8.5000496627254207E-001 1.2966439686859805E+000 7.0000000000000007E-001 2.7997020236474890E-001 3.4416073257059789E-003 9.3604492797742141E-003 3.4416073257059637E-003 9.3604492797742158E-003 1.0500000000000004E+001 4.1995530354712312E+000 0 0 3 
 270 532 2.9916226626019670E+003 1.7157920547519661E+000 1.5000000000000000E+001 3.4474769709615863E+001 -9.8999999999999986E+001 0.0000000000000000E+000 9.9999834484300909E-001 6.3835259284039103E-001 0.0000000000000000E+000 0.0000000000000000E+000 9.9999834484300909E-001 6.3835259284039103E-001 0.0000000000000000E+000 0.0000000000000000E+000 -1.2851985191225348E+001 -9.8999999999999986E+001 -9.8999999999999986E+001 -1.2851985191225348E+001 -1.2851985191225348E+001 -4.0245597197899784E+001 -9.8999999999999986E+001 -2.0000000000000000E+001 -2.0000000000000000E+001 -2.0000000000000000E+001 -2.0000000000000000E+001 -2.0000000000000000E+001 -2.0000000000000000E+001 -2.0000000000000000E+001 -2.0000000000000000E+001 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 3.6528824818825880E+000 3.6376961689926852E+000 2.0363419571837924E+000 1.5412966981012213E+000 -2.3741646042067047E-005 6.0040696796607396E+000 -3.6366401116472762E+000 1.0528857601994126E+001 -3.6366401116472762E+000 6.0040696796607396E+000 6.2026633617349092E-001 8.5000496627254207E-001 1.2966439686859805E+000 7.0000000000000007E-001 2.7997020236474890E-001 3.4416073257059789E-003 9.3604492797742141E-003 3.4416073257059637E-003 9.3604492797742158E-003 1.0500000000000004E+001 4.1995530354712312E+000 0 0 3 
 275 533 3.2705721651571539E+003 1.7676788855157564E+000 1.5000000000000000E+001 3.4474769709615863E+001 -9.8999999999999986E+001 0.0000000000000000E+000 9.9999842441781628E-001 6.8308996587833437E-001 0.0000000000000000E+000 0.0000000000000000E+000 9.9999842441781628E-001 6.8308996587833437E-001 0.0000000000000000E+000 0.0000000000000000E+000 -1.2598719998312802E+001 -9.8999999999999986E+001 -9.8999999999999986E+001 -1.2598719998312802E+001 -1.2598719998312802E+001 -3.8636231899749220E+001 -9.8999999999999986E+001 -2.0000000000000000E+001 -2.0000000000000000E+001 -2.0000000000000000E+001 -2.0000000000000000E+001 -2.0000000000000000E+001 -2.0000000000000000E+001 -2.0000000000000000E+001 -2.0000000000000000E+001 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 3.6547954628559665E+000 3.6315954637883912E+000 2.0294656426348894E+000 1.5550493271990278E+000 -1.6903530054787169E-005 6.0220744249997846E+000 -3.5686432454042256E+000 1.0613803841601724E+001 -3.5686432454042256E+000 6.0220744249997846E+000 6.2021589370853247E-001 8.5000496627254207E-001 1.2966439686859805E+000 7.0000000000000007E-001 2.7997020236474890E-001 3.4416073257059789E-003 9.3604492797742141E-003 3.4416073257059637E-003 9.3604492797742158E-003 1.0500000000000004E+001 4.1995530354712312E+000 0 0 3 
