 model_number num_zones star_age log_dt star_mass log_xmstar log_abs_mdot mass_conv_core conv_mx1_top conv_mx1_bot conv_mx2_top conv_mx2_bot mx1_top mx1_bot mx2_top mx2_bot log_LH log_LHe log_LZ log_Lnuc pp cno tri_alfa epsnuc_M_1 epsnuc_M_2 epsnuc_M_3 epsnuc_M_4 epsnuc_M_5 epsnuc_M_6 epsnuc_M_7 epsnuc_M_8 he_core_mass c_core_mass o_core_mass si_core_mass fe_core_mass neutron_rich_core_mass log_Teff log_L log_R log_g v_div_csound_surf log_center_T log_center_Rho log_cntr_P log_cntr_Rho log_cntr_T center_mu center_ye center_abar center_h1 center_he4 center_c12 center_o16 surface_c12 surface_o16 total_mass_h1 total_mass_he4 num_retries num_backups num_iters 
 455 631 8.9735665236289897E+003 1.3495143272910934E+000 1.5000000000000000E+001 3.4474769709615863E+001 -9.8999999999999986E+001 0.0000000000000000E+000 9.9904447766272875E-001 9.9691163016038686E-001 9.9999484914226644E-001 9.9998075559226651E-001 9.9904447766272875E-001 9.9691163016038686E-001 9.9999484914226644E-001 9.9998075559226651E-001 -7.8475854399672675E+000 -9.8999999999999986E+001 -9.8999999999999986E+001 -7.8475854399672675E+000 -7.8475854399672693E+000 -2.2372458881406420E+001 -9.8999999999999986E+001 -2.0000000000000000E+001 -2.0000000000000000E+001 -2.0000000000000000E+001 -2.0000000000000000E+001 -2.0000000000000000E+001 -2.0000000000000000E+001 -2.0000000000000000E+001 -2.0000000000000000E+001 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 3.7863350706017513E+000 4.0372027102355945E+000 1.9691900503669213E+000 1.6756005117349639E+000 -5.3489558848955064E-005 6.4120921873693089E+000 -2.4008883961158407E+000 1.2171919052389686E+001 -2.4008883961158407E+000 6.4120921873693089E+000 6.1998807291985802E-001 8.5000496627254196E-001 1.2966439686859805E+000 6.9999999999999996E-001 2.7997020236474884E-001 3.4416073257059680E-003 9.3604492797742123E-003 3.4416073257059346E-003 9.3604492797742141E-003 1.0500000000000004E+001 4.1995530354712312E+000 0 0 4 
 460 637 9.0870357461719050E+003 1.3625133708588875E+000 1.5000000000000000E+001 3.4474769709615863E+001 -9.8999999999999986E+001 0.0000000000000000E+000 9.9911730893993578E-001 9.9712285233250664E-001 9.9999517052334230E-001 9.9998239898117303E-001 9.9911730893993578E-001 9.9712285233250664E-001 9.9999517052334230E-001 9.9998239898117303E-001 -7.7710458731092720E+000 -9.8999999999999986E+001 -9.8999999999999986E+001 -7.7710458731092720E+000 -7.7710458731092737E+000 -2.2116860523712699E+001 -9.8999999999999986E+001 -2.0000000000000000E+001 -2.0000000000000000E+001 -2.0000000000000000E+001 -2.0000000000000000E+001 -2.0000000000000000E+001 -2.0000000000000000E+001 -2.0000000000000000E+001 -2.0000000000000000E+001 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 3.7912347176735759E+000 4.0377705229505185E+000 1.9596746625807338E+000 1.6946312873073388E+000 -5.1929736590068938E-005 6.4191942068930627E+000 -2.3813225291115030E+000 1.2198719443819947E+001 -2.3813225291115030E+000 6.4191942068930627E+000 6.1999456226664429E-001 8.5000496627254174E-001 1.2966439686859808E+000 6.9999999999999984E-001 2.7997020236474879E-001 3.4416073257059667E-003 9.3604492797742106E-003 3.4416073257059346E-003 9.3604492797742141E-003 1.0500000000000000E+001 4.1995530354712312E+000 0 0 4 
 465 636 9.2036455110253919E+003 1.3752054253795580E+000 1.5000000000000000E+001 3.4474769709615863E+001 -9.8999999999999986E+001 0.0000000000000000E+000 9.9918682275810722E-001 9.9732323468927808E-001 9.9999566291320641E-001 9.9998391483637084E-001 9.9918682275810722E-001 9.9732323468927808E-001 9.9999566291320641E-001 9.9998391483637084E-001 -7.6939050313486588E+000 -9.8999999999999986E+001 -2.3480339661790531E+001 -7.6939050313486588E+000 -7.6939050313486614E+000 -2.1859729139891051E+001 -9.8999999999999986E+001 -2.0000000000000000E+001 -2.0000000000000000E+001 -2.0000000000000000E+001 -2.0000000000000000E+001 -2.0000000000000000E+001 -2.0000000000000000E+001 -2.0000000000000000E+001 -2.0000000000000000E+001 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 3.7961889466690608E+000 4.0382244695227119E+000 1.9499931778758610E+000 1.7139942567170843E+000 -5.0471358976266313E-005 6.4263685458226201E+000 -2.3614643135395306E+000 1.2225880498850962E+001 -2.3614643135395306E+000 6.4263685458226201E+000 6.2000176529593065E-001 8.5000496627254196E-001 1.2966439686859808E+000 6.9999999999999984E-001 2.7997020236474879E-001 3.4416073257059667E-003 9.3604492797742106E-003 3.4416073257059346E-003 9.3604492797742141E-003 1.0500000000000002E+001 4.1995530354712312E+000 0 0 4 
 470 639 9.3235667986749559E+003 1.3855869559652290E+000 1.5000000000000000E+001 3.4474769709615863E+001 -9.8999999999999986E+001 0.0000000000000000E+000 9.9923104594098444E-001 9.9751375438353918E-001 9.9999586888389369E-001 9.9998531240032096E-001 9.9923104594098444E-001 9.9751375438353918E-001 9.9999586888389369E-001 9.9998531240032096E-001 -7.6161505387501141E+000 -9.8999999999999986E+001 -9.8999999999999986E+001 -7.6161505387501141E+000 -7.6161505387501185E+000 -2.1601062014651639E+001 -9.8999999999999986E+001 -2.0000000000000000E+001 -2.0000000000000000E+001 -2.0000000000000000E+001 -2.0000000000000000E+001 -2.0000000000000000E+001 -2.0000000000000000E+001 -2.0000000000000000E+001 -2.0000000000000000E+001 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 3.8011910593460323E+000 4.0385204153448244E+000 1.9401369254329730E+000 1.7337067616028603E+000 -4.8773019377321960E-005 6.4336166029613553E+000 -2.3412989025122042E+000 1.2253415800752151E+001 -2.3412989025122042E+000 6.4336166029613553E+000 6.2000763392227076E-001 8.5000496627254174E-001 1.2966439686859810E+000 6.9999999999999973E-001 2.7997020236474873E-001 3.4416073257059654E-003 9.3604492797742089E-003 3.4416073257059346E-003 9.3604492797742141E-003 1.0500000000000000E+001 4.1995530354712312E+000 0 0 4 
 475 639 9.4461487183599056E+003 1.3921404586059007E+000 1.5000000000000000E+001 3.4474769709615863E+001 -9.8999999999999986E+001 0.0000000000000000E+000 9.9931497456232143E-001 9.9769349814158159E-001 9.9999633319069481E-001 9.9998660261347161E-001 9.9931497456232143E-001 9.9769349814158159E-001 9.9999633319069481E-001 9.9998660261347161E-001 -7.5382923109241728E+000 -9.8999999999999986E+001 -9.8999999999999986E+001 -7.5382923109241728E+000 -7.5382923109241800E+000 -2.1342579850429352E+001 -9.8999999999999986E+001 -2.0000000000000000E+001 -2.0000000000000000E+001 -2.0000000000000000E+001 -2.0000000000000000E+001 -2.0000000000000000E+001 -2.0000000000000000E+001 -2.0000000000000000E+001 -2.0000000000000000E+001 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 3.8062053917932008E+000 4.0386861051769731E+000 1.9301911054547123E+000 1.7535984015593817E+000 -4.7264372155604965E-005 6.4408918045657666E+000 -2.3209516742012650E+000 1.2281152700024821E+001 -2.3209516742012650E+000 6.4408918045657666E+000 6.2000256160670209E-001 8.5000496627254163E-001 1.2966439686859812E+000 6.9999999999999962E-001 2.7997020236474868E-001 3.4416073257059637E-003 9.3604492797742071E-003 3.4416073257059346E-003 9.3604492797742141E-003 1.0500000000000000E+001 4.1995530354712312E+000 0 0 4 
 480 643 9.5724157331623610E+003 1.4102034347766139E+000 1.5000000000000000E+001 3.4474769709615863E+001 -9.8999999999999986E+001 0.0000000000000000E+000 9.9935478050135640E-001 9.9786040064321879E-001 9.9999661247298133E-001 9.9998778299661040E-001 9.9935478050135640E-001 9.9786040064321879E-001 9.9999661247298133E-001 9.9998778299661040E-001 -7.4597725234995202E+000 -9.8999999999999986E+001 -9.8999999999999986E+001 -7.4597725234995202E+000 -7.4597725234995309E+000 -2.1082460135724496E+001 -9.8999999999999986E+001 -2.0000000000000000E+001 -2.0000000000000000E+001 -2.0000000000000000E+001 -2.0000000000000000E+001 -2.0000000000000000E+001 -2.0000000000000000E+001 -2.0000000000000000E+001 -2.0000000000000000E+001 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 3.8112713291889126E+000 4.0386900501478031E+000 1.9200612031487025E+000 1.7738582061714012E+000 -4.5706181980603322E-005 6.4482449637292962E+000 -2.3002664157952397E+000 1.2309298440216722E+001 -2.3002664157952397E+000 6.4482449637292962E+000 6.1998825403221891E-001 8.5000496627254174E-001 1.2966439686859810E+000 6.9999999999999962E-001 2.7997020236474868E-001 3.4416073257059628E-003 9.3604492797742071E-003 3.4416073257059346E-003 9.3604492797742141E-003 1.0500000000000000E+001 4.1995530354712312E+000 0 0 4 
 485 644 9.7033099791792774E+003 1.4241544452655428E+000 1.5000000000000000E+001 3.4474769709615863E+001 -9.8999999999999986E+001 0.0000000000000000E+000 9.9941192659988842E-001 9.9802044649689636E-001 9.9999697553995492E-001 9.9998889296353366E-001 9.9941192659988842E-001 9.9802044649689636E-001 9.9999697553995492E-001 9.9998889296353366E-001 -7.3801358478621220E+000 -9.8999999999999986E+001 -2.3179309666126549E+001 -7.3801358478621220E+000 -7.3801358478621379E+000 -2.0819226570344298E+001 -9.8999999999999986E+001 -2.0000000000000000E+001 -2.0000000000000000E+001 -2.0000000000000000E+001 -2.0000000000000000E+001 -2.0000000000000000E+001 -2.0000000000000000E+001 -2.0000000000000000E+001 -2.0000000000000000E+001 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 3.8164125286205843E+000 4.0385446599591628E+000 1.9097061091910401E+000 1.7945683940867261E+000 -4.4055280939347453E-005 6.4557205634255883E+000 -2.2791117932578340E+000 1.2338028406103696E+001 -2.2791117932578340E+000 6.4557205634255883E+000 6.1996786923982627E-001 8.5000496627254196E-001 1.2966439686859810E+000 6.9999999999999962E-001 2.7997020236474868E-001 3.4416073257059624E-003 9.3604492797742071E-003 3.4416073257059619E-003 9.3604492797742141E-003 1.0500000000000000E+001 4.1995530354712312E+000 0 0 4 
 490 651 9.8373702329671414E+003 1.4320400541926332E+000 1.5000000000000000E+001 3.4474769709615863E+001 -9.8999999999999986E+001 0.0000000000000000E+000 9.9946613476369939E-001 9.9817050389678708E-001 9.9999720662162550E-001 9.9998989412917794E-001 9.9946613476369939E-001 9.9817050389678708E-001 9.9999720662162550E-001 9.9998989412917794E-001 -7.3003859633254997E+000 -9.8999999999999986E+001 -2.2702188411406887E+001 -7.3003859633254997E+000 -7.3003859633255237E+000 -2.0556218251907822E+001 -9.8999999999999986E+001 -2.0000000000000000E+001 -2.0000000000000000E+001 -2.0000000000000000E+001 -2.0000000000000000E+001 -2.0000000000000000E+001 -2.0000000000000000E+001 -2.0000000000000000E+001 -2.0000000000000000E+001 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 3.8215724748354174E+000 4.0382590352199399E+000 1.8992434043917614E+000 1.8154938036852835E+000 -4.2627415559219147E-005 6.4632257555066088E+000 -2.2577437065777848E+000 1.2366991963731060E+001 -2.2577437065777848E+000 6.4632257555066088E+000 6.1995003771897517E-001 8.5000496627254174E-001 1.2966439686859810E+000 6.9999999999999951E-001 2.7997020236474862E-001 3.4416073257059611E-003 9.3604492797742054E-003 3.4416073257059567E-003 9.3604492797742141E-003 1.0500000000000000E+001 4.1995530354712312E+000 0 0 4 
 495 643 9.9764198053314067E+003 1.4492165713571690E+000 1.5000000000000000E+001 3.4474769709615863E+001 -9.8999999999999986E+001 0.0000000000000000E+000 9.9950071447926048E-001 9.9831189106434681E-001 9.9999744142027602E-001 9.9999082614291013E-001 9.9950071447926048E-001 9.9831189106434681E-001 9.9999744142027602E-001 9.9999082614291013E-001 -7.2195584247604412E+000 -9.8999999999999986E+001 -9.8999999999999986E+001 -7.2195584247604412E+000 -7.2195584247604785E+000 -2.0290261697673330E+001 -9.8999999999999986E+001 -2.0000000000000000E+001 -2.0000000000000000E+001 -2.0000000000000000E+001 -2.0000000000000000E+001 -2.0000000000000000E+001 -2.0000000000000000E+001 -2.0000000000000000E+001 -2.0000000000000000E+001 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 3.8267935571624045E+000 4.0377998691846528E+000 1.8885716567201434E+000 1.8368372990285196E+000 -4.0716624521401730E-005 6.4708524237131781E+000 -2.2358915049446715E+000 1.2396550087652622E+001 -2.2358915049446715E+000 6.4708524237131781E+000 6.1993745539204537E-001 8.5000496627254174E-001 1.2966439686859812E+000 6.9999999999999940E-001 2.7997020236474857E-001 3.4416073257059593E-003 9.3604492797742037E-003 3.4416073257059615E-003 9.3604492797742141E-003 1.0500000000000000E+001 4.1995530354712303E+000 0 0 4 
 500 645 1.0122339926737930E+004 1.4734654312642725E+000 1.5000000000000000E+001 3.4474769709615863E+001 -9.8999999999999986E+001 0.0000000000000000E+000 9.9955035011125448E-001 9.9844712605473707E-001 9.9999765254218687E-001 9.9999168695503349E-001 9.9955035011125448E-001 9.9844712605473707E-001 9.9999765254218687E-001 9.9999168695503349E-001 -7.1367508150692771E+000 -9.8999999999999986E+001 -2.2878279670462568E+001 -7.1367508150692771E+000 -7.1367508150693340E+000 -2.0018417711933033E+001 -9.8999999999999986E+001 -2.0000000000000000E+001 -2.0000000000000000E+001 -2.0000000000000000E+001 -2.0000000000000000E+001 -2.0000000000000000E+001 -2.0000000000000000E+001 -2.0000000000000000E+001 -2.0000000000000000E+001 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 3.8321458052981301E+000 4.0371655055002522E+000 1.8775499786064926E+000 1.8588806552558210E+000 -3.9319285816189483E-005 6.4786853382648379E+000 -2.2132937525970964E+000 1.2427051570660272E+001 -2.2132937525970964E+000 6.4786853382648379E+000 6.1993699492737253E-001 8.5000496627254174E-001 1.2966439686859816E+000 6.9999999999999907E-001 2.7997020236474846E-001 3.4416073257059567E-003 9.3604492797742002E-003 3.4416073257059702E-003 9.3604492797742141E-003 1.0500000000000000E+001 4.1995530354712303E+000 0 0 4 
 505 651 1.0275904406400747E+004 1.4934703832248908E+000 1.5000000000000000E+001 3.4474769709615863E+001 -9.8999999999999986E+001 0.0000000000000000E+000 9.9958200999031421E-001 9.9857427769840879E-001 9.9999795094771349E-001 9.9999249353591113E-001 9.9958200999031421E-001 9.9857427769840879E-001 9.9999795094771349E-001 9.9999249353591113E-001 -7.0517664221096323E+000 -9.8999999999999986E+001 -2.2878279670462568E+001 -7.0517664221096323E+000 -7.0517664221097220E+000 -1.9740096154277911E+001 -9.8999999999999986E+001 -2.0000000000000000E+001 -2.0000000000000000E+001 -2.0000000000000000E+001 -2.0000000000000000E+001 -2.0000000000000000E+001 -2.0000000000000000E+001 -2.0000000000000000E+001 -2.0000000000000000E+001 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 3.8376276790366810E+000 4.0363226849711484E+000 1.8661648208648396E+000 1.8816509707391271E+000 -3.7238573431859320E-005 6.4867455102279568E+000 -2.1898675948673962E+000 1.2458594502497064E+001 -2.1898675948673962E+000 6.4867455102279568E+000 6.1994444483255751E-001 8.5000496627254163E-001 1.2966439686859816E+000 6.9999999999999873E-001 2.7997020236474857E-001 3.4416073257059580E-003 9.3604492797742037E-003 3.4416073257059706E-003 9.3604492797742158E-003 1.0499999999999996E+001 4.1995530354712294E+000 0 0 4 
 510 651 1.0434554075916227E+004 1.5133995097785697E+000 1.5000000000000000E+001 3.4474769709615863E+001 -9.8999999999999986E+001 0.0000000000000000E+000 9.9961257082139099E-001 9.9869349597400892E-001 9.9999812999102977E-001 9.9999322791285916E-001 9.9961257082139099E-001 9.9869349597400892E-001 9.9999812999102977E-001 9.9999322791285916E-001 -6.9662173932097291E+000 -9.8999999999999986E+001 -2.2401158415742906E+001 -6.9662173932097291E+000 -6.9662173932098685E+000 -1.9460605761405105E+001 -9.8999999999999986E+001 -2.0000000000000000E+001 -2.0000000000000000E+001 -2.0000000000000000E+001 -2.0000000000000000E+001 -2.0000000000000000E+001 -2.0000000000000000E+001 -2.0000000000000000E+001 -2.0000000000000000E+001 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 3.8431388302907270E+000 4.0353097535476188E+000 1.8546360526449819E+000 1.9047085071788425E+000 -3.5311292081351287E-005 6.4948815935348225E+000 -2.1660406634344889E+000 1.2490601368828344E+001 -2.1660406634344889E+000 6.4948815935348225E+000 6.1995570564778091E-001 8.5000496627254130E-001 1.2966439686859828E+000 6.9999999999999818E-001 2.7997020236474857E-001 3.4416073257059576E-003 9.3604492797742037E-003 3.4416073257059719E-003 9.3604492797742158E-003 1.0499999999999995E+001 4.1995530354712294E+000 0 0 4 
 515 649 1.0601854071391223E+004 1.5295788185556507E+000 1.5000000000000000E+001 3.4474769709615863E+001 -9.8999999999999986E+001 0.0000000000000000E+000 9.9965643259095527E-001 9.9880693977572255E-001 9.9999829311938437E-001 9.9999390905630492E-001 9.9965643259095527E-001 9.9880693977572255E-001 9.9999829311938437E-001 9.9999390905630492E-001 -6.8783941310474388E+000 -9.8999999999999986E+001 -9.8999999999999986E+001 -6.8783941310474388E+000 -6.8783941310476591E+000 -1.9174377484592906E+001 -9.8999999999999986E+001 -2.0000000000000000E+001 -2.0000000000000000E+001 -2.0000000000000000E+001 -2.0000000000000000E+001 -2.0000000000000000E+001 -2.0000000000000000E+001 -2.0000000000000000E+001 -2.0000000000000000E+001 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 3.8487822506954701E+000 4.0340959022861131E+000 1.8427422862047436E+000 1.9284960400593196E+000 -3.3516325561091522E-005 6.5032596701039536E+000 -2.1413188133004519E+000 1.2523732689054674E+001 -2.1413188133004519E+000 6.5032596701039536E+000 6.1996227554513439E-001 8.5000496627254130E-001 1.2966439686859830E+000 6.9999999999999774E-001 2.7997020236474862E-001 3.4416073257059567E-003 9.3604492797742054E-003 3.4416073257059728E-003 9.3604492797742158E-003 1.0499999999999996E+001 4.1995530354712303E+000 0 0 4 
 520 655 1.0778128458658461E+004 1.5566433028761717E+000 1.5000000000000000E+001 3.4474769709615863E+001 -9.8999999999999986E+001 0.0000000000000000E+000 9.9968440615993270E-001 9.9891313683362837E-001 9.9999846420521976E-001 9.9999453498940138E-001 9.9968440615993270E-001 9.9891313683362837E-001 9.9999846420521976E-001 9.9999453498940138E-001 -6.7884139663674006E+000 -9.8999999999999986E+001 -2.1975189683470624E+001 -6.7884139663674006E+000 -6.7884139663677505E+000 -1.8881831886791325E+001 -9.8999999999999986E+001 -2.0000000000000000E+001 -2.0000000000000000E+001 -2.0000000000000000E+001 -2.0000000000000000E+001 -2.0000000000000000E+001 -2.0000000000000000E+001 -2.0000000000000000E+001 -2.0000000000000000E+001 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 3.8545452342797781E+000 4.0326726462731193E+000 1.8305046910296294E+000 1.9529712304095475E+000 -3.1531039823948108E-005 6.5118682381043369E+000 -2.1157042165683748E+000 1.2557973745666747E+001 -2.1157042165683748E+000 6.5118682381043369E+000 6.1995938455983801E-001 8.5000496627254096E-001 1.2966439686859839E+000 6.9999999999999707E-001 2.7997020236474857E-001 3.4416073257059554E-003 9.3604492797742037E-003 3.4416073257059732E-003 9.3604492797742141E-003 1.0499999999999995E+001 4.1995530354712303E+000 0 0 3 
 525 656 1.0963420277378113E+004 1.5791611465644919E+000 1.5000000000000000E+001 3.4474769709615863E+001 -9.8999999999999986E+001 0.0000000000000000E+000 9.9971140607737230E-001 9.9901236865624898E-001 9.9999857362057931E-001 9.9999511170442346E-001 9.9971140607737230E-001 9.9901236865624898E-001 9.9999857362057931E-001 9.9999511170442346E-001 -6.6965396363810559E+000 -9.8999999999999986E+001 -9.8999999999999986E+001 -6.6965396363810559E+000 -6.6965396363816190E+000 -1.8583871397009343E+001 -9.8999999999999986E+001 -2.0000000000000000E+001 -2.0000000000000000E+001 -2.0000000000000000E+001 -2.0000000000000000E+001 -2.0000000000000000E+001 -2.0000000000000000E+001 -2.0000000000000000E+001 -2.0000000000000000E+001 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 3.8604082382168907E+000 4.0310472568728599E+000 1.8179659884552748E+000 1.9780486355582569E+000 -2.9571180963048086E-005 6.5206861014788426E+000 -2.0892417301632529E+000 1.2593255403844871E+001 -2.0892417301632529E+000 6.5206861014788426E+000 6.1994935190546152E-001 8.5000496627254074E-001 1.2966439686859850E+000 6.9999999999999618E-001 2.7997020236474857E-001 3.4416073257059550E-003 9.3604492797742037E-003 3.4416073257059728E-003 9.3604492797742141E-003 1.0499999999999995E+001 4.1995530354712294E+000 0 0 3 
 530 654 1.1159674276403288E+004 1.6028771061179345E+000 1.5000000000000000E+001 3.4474769709615863E+001 -9.8999999999999986E+001 0.0000000000000000E+000 9.9973746592370283E-001 9.9910595133544933E-001 9.9999875017718320E-001 9.9999563914672418E-001 9.9973746592370283E-001 9.9910595133544933E-001 9.9999875017718320E-001 9.9999563914672418E-001 -6.6021196432606724E+000 -9.8999999999999986E+001 -9.8999999999999986E+001 -6.6021196432606724E+000 -6.6021196432615881E+000 -1.8278416399746188E+001 -9.8999999999999986E+001 -2.0000000000000000E+001 -2.0000000000000000E+001 -2.0000000000000000E+001 -2.0000000000000000E+001 -2.0000000000000000E+001 -2.0000000000000000E+001 -2.0000000000000000E+001 -2.0000000000000000E+001 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 3.8664076975667103E+000 4.0292166195577090E+000 1.8050517510980604E+000 2.0038771102726858E+000 -2.7601845369748171E-005 6.5297791334644968E+000 -2.0617103391128508E+000 1.2629861152810770E+001 -2.0617103391128508E+000 6.5297791334644968E+000 6.1993615944503233E-001 8.5000496627254030E-001 1.2966439686859861E+000 6.9999999999999507E-001 2.7997020236474857E-001 3.4416073257059550E-003 9.3604492797742037E-003 3.4416073257059732E-003 9.3604492797742141E-003 1.0499999999999995E+001 4.1995530354712303E+000 0 0 3 
 535 657 1.1366975729192944E+004 1.6270170148427465E+000 1.5000000000000000E+001 3.4474769709615863E+001 -9.8999999999999986E+001 0.0000000000000000E+000 9.9976874065159360E-001 9.9919303321301856E-001 9.9999893170721232E-001 9.9999612081279765E-001 9.9976874065159360E-001 9.9919303321301856E-001 9.9999893170721232E-001 9.9999612081279765E-001 -6.5054538866106295E+000 -9.8999999999999986E+001 -9.8999999999999986E+001 -6.5054538866106295E+000 -6.5054538866121323E+000 -1.7966463416411770E+001 -9.8999999999999986E+001 -2.0000000000000000E+001 -2.0000000000000000E+001 -2.0000000000000000E+001 -2.0000000000000000E+001 -2.0000000000000000E+001 -2.0000000000000000E+001 -2.0000000000000000E+001 -2.0000000000000000E+001 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 3.8725268339561403E+000 4.0272055200493178E+000 1.7918079285650046E+000 2.0303647553387969E+000 -2.5656403642207399E-005 6.5391223175309792E+000 -2.0331649031793022E+000 1.2667710904665096E+001 -2.0331649031793022E+000 6.5391223175309792E+000 6.1992571730594581E-001 8.5000496627253996E-001 1.2966439686859874E+000 6.9999999999999363E-001 2.7997020236474857E-001 3.4416073257059541E-003 9.3604492797742037E-003 3.4416073257059741E-003 9.3604492797742141E-003 1.0499999999999993E+001 4.1995530354712285E+000 0 0 3 
 540 659 1.1584882658296490E+004 1.6479256337862762E+000 1.5000000000000000E+001 3.4474769709615863E+001 -9.8999999999999986E+001 0.0000000000000000E+000 9.9979280257685987E-001 9.9927353875198577E-001 9.9999904410662754E-001 9.9999655463186865E-001 9.9979280257685987E-001 9.9927353875198577E-001 9.9999904410662754E-001 9.9999655463186865E-001 -6.4070553875015150E+000 -9.8999999999999986E+001 -2.1577249674798587E+001 -6.4070553875015150E+000 -6.4070553875039993E+000 -1.7649700540172748E+001 -9.8999999999999986E+001 -2.0000000000000000E+001 -2.0000000000000000E+001 -2.0000000000000000E+001 -2.0000000000000000E+001 -2.0000000000000000E+001 -2.0000000000000000E+001 -2.0000000000000000E+001 -2.0000000000000000E+001 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 3.8787271195784276E+000 4.0250487278025702E+000 1.7783289611970559E+000 2.0573226900746944E+000 -2.3679806592809553E-005 6.5486685605025556E+000 -2.0037227217828977E+000 1.2706637317888855E+001 -2.0037227217828977E+000 6.5486685605025556E+000 6.1992079503163877E-001 8.5000496627253930E-001 1.2966439686859899E+000 6.9999999999999174E-001 2.7997020236474857E-001 3.4416073257059541E-003 9.3604492797742037E-003 3.4416073257059741E-003 9.3604492797742141E-003 1.0499999999999991E+001 4.1995530354712285E+000 0 0 3 
 545 658 1.1814394239038067E+004 1.6704971213646909E+000 1.5000000000000000E+001 3.4474769709615863E+001 -9.8999999999999986E+001 0.0000000000000000E+000 9.9981032241452095E-001 9.9934701392930592E-001 9.9999914854856198E-001 9.9999694831212660E-001 9.9981032241452095E-001 9.9934701392930592E-001 9.9999914854856198E-001 9.9999694831212660E-001 -6.3067661595955169E+000 -9.8999999999999986E+001 -9.8999999999999986E+001 -6.3067661595955178E+000 -6.3067661595996567E+000 -1.7327642061701471E+001 -9.8999999999999986E+001 -2.0000000000000000E+001 -2.0000000000000000E+001 -2.0000000000000000E+001 -2.0000000000000000E+001 -2.0000000000000000E+001 -2.0000000000000000E+001 -2.0000000000000000E+001 -2.0000000000000000E+001 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 0.0000000000000000E+000 3.8850211557235941E+000 4.0227799365814896E+000 1.7646064932961845E+000 2.0847676258764376E+000 -2.1719609501782487E-005 6.5584372203405454E+000 -1.9733079273377281E+000 1.2746734014011043E+001 -1.9733079273377281E+000 6.5584372203405454E+000 6.1991913671617960E-001 8.5000496627253841E-001 1.2966439686859925E+000 6.9999999999998930E-001 2.7997020236474857E-001 3.4416073257059537E-003 9.3604492797742037E-003 3.4416073257059741E-003 9.3604492797742141E-003 1.0499999999999986E+001 4.1995530354712285E+000 0 0 3 
